2a06060a400910d8 7f7ffafdddfcfefd 2 3
13a0030000531d00 f7ffbffffebf7ffc 1 2
5821848006005520 bafff7ddfff2ffff 4 6
0402c40912815440 dbdffff7ddffffff 4 1
1808102884c8b440 6fdd37efef5fbfbf 3 2
5002404200685800 fdfeb7ffbff7f7bf 0 1
020a402060a80400 7b9ffbfbdc5ffffe 2 4
230e580401812050 bbff75dff7fffeff 0 1
2299142b04030000 7bffffbfcfffedde 2 0
08284040501338c0 fffff0f9fffeedff 4 0
50828020b04ac012 77dfd757e7bfffff 7 4
4810c40800006882 fbdafdaf7db37d9f 1 4
51010c632412350a fadfffd3fbe37f27 2 7
4c014620113a812c dff7bfbd7e97fe7f 0 7
03100201a160c058 b37fcf6ff7fe4e7a 7 1
501c1420812018c4 9ffffb7effde3fff 1 3
28129848c2280022 fbff67ffffffbbff 1 2
5490120c0420648a ad7effff6fffaf3e 4 5
02080a2032000060 bbf6bfffffbffdeb 4 6
4e200780220228c6 ff3ffcfde937ffff 5 4
1c0a418c824010a4 eefefdbffffefffe 2 6
2c010402a0520084 edffefedaf7fbbff 2 6
1a00080423a26c14 edeffff7fffebcbf 3 4
003203029400f994 efe7fabfffbddfff 2 6
0014180c00413112 ffdfdf7ffeffffeb 7 2
0008940d8000c014 f5ffefbf77fdffff 0 5
6888000a0180c800 fdf37ffff57fffbf 0 6
0000460b621a4080 ff4f9fdffaffffff 1 6
30008100c04aa00a fcffdfeb7fb7eff7 7 5
09004900c14a0d00 cff5ffeff4bdfefe 4 5
720acd84906111d8 ffbffffdff9abebf 5 2
0c0a130012908028 ddf7fffbfceffb7f 4 6
0a108020b51008c4 b9bffbbeded7f5de 0 4
402a00204091a056 7ff7ff7fbbbfedef 4 6
102290050421a424 fffffffbfd7eff6f 2 1
4f0c8804600a1140 ffffbff5b6ff7fef 1 2
04b4150401010048 effff7fffdff7ecf 3 5
1220182c15000124 ffeffdb7fffe6f7e 6 1
72380382108a8406 7f76afdfb9e3ffff 4 0
092001c08108bd54 bffffb7fdfebfe77 6 2
002b4a0c03118050 bbdfffffffffffef 0 1
0001902305a261a2 affe9fdffbdf7ff7 3 1
00914000a2202020 ffdfdfffdff7efdd 4 1
39045b80103001a4 fbf5fff7d6ffffe7 3 4
01914e2d12801d02 27fdff7f74bffff7 1 6
221c0308c130ec14 7affffdffff7ffff 1 6
0004008524800110 bdf75f7fbffb7bff 1 4
4006020100109882 f7f1e7f7fff7f7df 1 6
1501d04010118840 ffbf7fffefff673e 6 0
0d03454993c8c508 debfff3fbffb37ff 4 1
0284080850082058 ffffffffffffeffe 0 3
0002430800c2a0c0 f7ffdfff37fef7ff 6 3
501dd10041480028 1fffff2fd67afdfb 0 3
28ae02050081008a fffffd7febfd3fbd 6 2
10b410c100220534 bff7edffffdffefb 7 2
30080c025201dc84 f7edfb5effbff36f 6 1
76031080018a0408 8fffffffedd7ffeb 0 5
4715180080000466 eff9fdaf7dfdfeff 2 6
288214695152249c ffb977feffb7ff7f 4 6
48a4848900785826 ffffff6bffeffdff 4 7
06140809618009a8 ef5bdfddffdfebff 1 4
0690d44214389548 bfdbdddfd97bbdff 7 1
0a220000011009c0 ebffefadff6f7efd 4 0
0112414904800502 fffbf4ffdffdb5ff 5 0
04051c4242504082 ffeffe1fdfbfffff 1 0
52808025101021c0 befff9dfffffefff 1 5
0c148001071a001a dfbb6fdfcffdfdff 1 3
010cc48085200018 aedfb9bbf7ff7fdf 5 6
518400a20010c820 efd7bfffffffaddf 1 5
220048a821c00c30 3be5fffedfefefff 3 6
4000000820020020 bff5fbff3efbdff5 6 0
4010096080008438 daffdeefefff9bff 7 2
7285180040489010 17ffffe7eb3dddaf 7 0
041c828801035004 3ef5bffd7ffbff67 6 4
1800cd410431a044 df55fffefefffffb 7 6
208b440082094124 fb7fffeffff6ffef 0 2
0181140004000c80 be9f1ffefee665fd 3 1
0b901c6004918482 ffd7df95ff5febd3 3 7
223e430932002018 efffff7fbff3acdf 6 2
27015184a4107050 bdfb2f7ffffd7fef 7 2
04035a4900620030 fff9fefffffbffff 1 6
218010c1b0104440 fdffffff5fdfbeef 4 6
1829924010204c70 5fffecf7fddf6dfd 3 0
0126908a26409024 dfefe57fbfbf7dff 7 1
060601449210308c fffff9ff7f9fffff 0 1
59011808248045e8 fffeefbfbfbefef7 6 5
28019503801a0020 bfe5f7cbfd3fff5f 5 7
160f090263a018c0 b77bfafd7ffebf7b 4 5
20871020c208a4d2 bfddbeaff7effffe 4 6
210a05cc5042003c fe7ffddbf7dfe3f7 1 6
70120140528b0100 ddfffd9bfdfffdff 2 0
3202100304a1680c ffddfef3fdff77bf 5 6
09a08020716010b8 ef7ffbfdfebdfdff 4 7
2420000412010400 fffbfff7ff35fdff 0 6
0021120f814208f2 bff5ffffdbdfffdf 5 1
0a0005cc0248444a ffffbfab3f37f7df 2 1
4402100a644044c4 b3f77eeff57fffdf 5 0
0a08800881008854 ff7ffef7fefffff3 2 4
600e980000023006 dcfdffeffffff63f 5 4
4800034341892888 ff7fffcfdffffff9 3 1
5006008812018c5a 7ff75fdffffffadf 6 3
